drug_id,source,inchikey,nn_analog,target_chembl_id,sim_score,org_class,target_name,calibrated,wall,depth
CHEMBL2105581,chembl_approved,RYJXBGGBZJGVQF-UHFFFAOYSA-N,0.6307692527770996,CHEMBL2026,0.3611111044883728,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2105700,chembl_approved,ZLVSPMRFRHMMOY-WWCCMVHESA-N,0.892307698726654,CHEMBL4523582,0.892307698726654,viral,Replicase polyprotein 1ab,0.8,above,above(>=0.5)
CHEMBL2105709,chembl_approved,DHYPGRVMIOATAE-UHFFFAOYSA-N,0.3195876181125641,CHEMBL2026,0.3168316781520843,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CHEMBL2105755,chembl_approved,AXQACEQYCPKDMV-RZAWKFBISA-N,1.0,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2106076,chembl_approved,RKTNPKZEPLCLSF-QHBKFCFHSA-N,0.6373626589775085,CHEMBL2026,0.3838383853435516,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2106119,chembl_approved,NEEHYRZPVYRGPP-IYEMJOQQSA-L,0.4814814925193786,CHEMBL2026,0.4814814925193786,bacterial,Beta-lactamase,0.62,below,edge(0.45-0.5)
CHEMBL2106155,chembl_approved,OJIIZIWOLTYOBS-UHFFFAOYSA-N,0.9795918464660645,CHEMBL2026,0.3285714387893677,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2106660,chembl_approved,HAAJFUJFGYCCPU-UHFFFAOYSA-N,0.6304348111152649,CHEMBL2026,0.6304348111152649,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2106732,chembl_approved,MFLVZFXCSKVCSH-URBRKQAFSA-N,0.9821428656578064,CHEMBL2026,0.7833333611488342,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL2106825,chembl_approved,HCFSGRMEEXUOSS-JXEXPEPMSA-N,0.7169811129570007,CHEMBL2026,0.409090906381607,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2106829,chembl_approved,KJUHIXIWKSVBKB-UHFFFAOYSA-N,0.4375,CHEMBL2026,0.4000000059604645,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL2106915,chembl_approved,YBCPYHQFUMNOJG-UHFFFAOYSA-N,0.6458333134651184,CHEMBL2026,0.6458333134651184,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2106939,chembl_approved,VAZJLPXFVQHDFB-UHFFFAOYSA-N,0.5135135054588318,CHEMBL2026,0.3243243098258972,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2107011,chembl_approved,XCWPUUGSGHNIDZ-UHFFFAOYSA-N,0.3870967626571655,CHEMBL2026,0.3125,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL2107214,chembl_approved,NJKDOADNQSYQEV-UHFFFAOYSA-N,0.6304348111152649,CHEMBL2026,0.359375,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2107239,chembl_approved,OLAOYPRJVHUHCF-UHFFFAOYSA-N,0.5849056839942932,CHEMBL2026,0.5849056839942932,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2107253,chembl_approved,DQDZQHMCPDUUPC-UHFFFAOYSA-N,0.5625,CHEMBL2026,0.3396226465702057,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2107260,chembl_approved,BSFJGCCAXDCMOX-UHFFFAOYSA-N,0.5227272510528564,CHEMBL1075207,0.3541666567325592,bacterial,Transcriptional activator protein LasR,0.38,above,above(>=0.5)
CHEMBL2107354,chembl_approved,SARBMGXGWXCXFW-GJHVZSAVSA-M,0.8787878751754761,CHEMBL2026,0.3762376308441162,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2107383,chembl_approved,JMHYCBFEEFHTMK-IIUXMCBISA-N,0.978723406791687,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2107525,chembl_approved,BNIILDVGGAEEIG-JCIGTKTHSA-L,0.4166666567325592,CHEMBL247,0.3571428656578064,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,mid(0.35-0.45)
CHEMBL2107560,chembl_approved,KDQPSPMLNJTZAL-UHFFFAOYSA-L,0.3846153914928436,CHEMBL247,0.3333333432674408,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,mid(0.35-0.45)
CHEMBL2107726,chembl_approved,SGEIEGAXKLMUIZ-XUVDNFPMSA-N,0.3188405930995941,CHEMBL2026,0.3188405930995941,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CHEMBL2110367,chembl_approved,UILMMYFRNCCPLK-UHFFFAOYSA-N,0.460317462682724,CHEMBL1681620,0.460317462682724,bacterial,Dihydrofolate reductase,0.38,below,edge(0.45-0.5)
CHEMBL2111100,chembl_approved,JMUHBNWAORSSBD-WKYWBUFDSA-N,1.0,CHEMBL2026,0.3173076808452606,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL211471,chembl_approved,OSZNNLWOYWAHSS-UHFFFAOYSA-M,0.7894737124443054,CHEMBL2026,0.3214285671710968,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2134724,chembl_approved,KEWHKYJURDBRMN-XSAPEOHZSA-M,0.9545454382896424,CHEMBL2026,0.692307710647583,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2138684,chembl_approved,CUETXFMONOSVJA-KLQYNRQASA-N,0.8571428656578064,CHEMBL2026,0.4210526347160339,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2145077,chembl_approved,HLUKNZUABFFNQS-ZMBIFBSDSA-N,0.9800000190734864,CHEMBL2026,0.3384615480899811,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2146063,chembl_approved,CBHYYLPALVVVEY-MRFRVZCGSA-N,0.6714285612106323,CHEMBL2026,0.4250000119209289,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2146123,chembl_approved,VZQARNDJLLWXGL-CCHMMTNSSA-N,0.9824561476707458,CHEMBL2026,0.5135135054588318,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2146124,chembl_approved,URDOHUPGIOGTKV-JTBFTWTJSA-M,1.0,CHEMBL2026,0.5185185074806213,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2146146,chembl_approved,VJFQPODMEGSXHC-RIMUKSHESA-N,0.9047619104385376,CHEMBL2026,0.9047619104385376,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL2181927,chembl_approved,BTBHLEZXCOBLCY-QGZVFWFLSA-N,0.3013698756694793,CHEMBL2026,0.3013698756694793,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CHEMBL21869,chembl_approved,CTFFKFYWSOSIAA-UHFFFAOYSA-N,0.4857142865657806,CHEMBL2026,0.4857142865657806,bacterial,Beta-lactamase,0.62,below,edge(0.45-0.5)
CHEMBL2218877,chembl_approved,AWMFUEJKWXESNL-JZBHMOKNSA-N,1.0,CHEMBL2026,0.75,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL2218878,chembl_approved,DQOGWKZQQBYYMW-LQGIGNHCSA-N,0.3456790149211883,CHEMBL1809,0.3456790149211883,bacterial,Dihydrofolate reductase,0.38,below,deep(<0.35)
CHEMBL2219416,chembl_approved,MNYIRXLCPODKLG-VUTNLTPYSA-N,0.9420289993286132,CHEMBL2026,0.3548386991024017,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2219536,chembl_approved,TZRFSLHOCZEXCC-HIVFKXHNSA-N,0.3965517282485962,CHEMBL247,0.3898304998874664,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,mid(0.35-0.45)
CHEMBL2219740,chembl_approved,YPCRNBPOUVJVMU-LCGAVOCYSA-L,0.7045454382896423,CHEMBL2026,0.7045454382896423,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL2303621,chembl_approved,BVZLLUDATICXCI-JMSCDMLISA-N,0.9811320900917052,CHEMBL3307224,0.9811320900917052,viral,Nonstructural protein 5A,0.8,above,above(>=0.5)
CHEMBL2308885,chembl_approved,FBRAWBYQGRLCEK-RJFLZJKCSA-N,0.5555555820465088,CHEMBL2026,0.5555555820465088,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL232201,chembl_approved,CZCHIEJNWPNBDE-UHFFFAOYSA-N,0.4042553305625915,CHEMBL243,0.3653846085071563,viral,Human immunodeficiency virus type 1 protease,0.38,below,mid(0.35-0.45)
CHEMBL2348780,chembl_approved,ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,0.5588235259056091,CHEMBL2026,0.3866666555404663,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2356023,chembl_approved,ILYCWAKSDCYMBB-OPCMSESCSA-N,1.0,CHEMBL2026,0.7118644118309021,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL2359966,chembl_approved,ZHNFLHYOFXQIOW-LPYZJUEESA-N,0.8999999761581421,CHEMBL2026,0.6461538672447205,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2360464,chembl_approved,NYDXNILOWQXUOF-GXKRWWSZSA-L,0.3452380895614624,CHEMBL1809,0.3452380895614624,bacterial,Dihydrofolate reductase,0.38,below,deep(<0.35)
CHEMBL2364574,chembl_approved,GJPGCACMCURAKH-YQCFNCLSSA-L,0.8253968358039856,CHEMBL2026,0.4430379867553711,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2364612,chembl_approved,LOVMMUBRQUFEAH-UIEAZXIASA-N,0.4512194991111755,CHEMBL2026,0.349397599697113,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
CHEMBL2364617,chembl_approved,WVDSKQXKCDZXLH-OHIDFYLOSA-N,0.9444444179534912,CHEMBL2026,0.4050633013248443,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2364632,chembl_approved,PQJQFLNBMSCUSH-SBAJWEJLSA-N,0.7285714149475098,CHEMBL2026,0.3522727191448211,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2364633,chembl_approved,APPRLAGZQKOUFL-FIPJBXKNSA-N,0.7183098793029785,CHEMBL2026,0.3483146131038666,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2364738,chembl_approved,QGZYHVVYXBFUSE-UHFFFAOYSA-L,0.4912280738353729,CHEMBL2026,0.4912280738353729,bacterial,Beta-lactamase,0.62,below,edge(0.45-0.5)
CHEMBL2368924,chembl_approved,QTFFGPOXNNGTGZ-LIFGOUTFSA-N,0.8627451062202454,CHEMBL2026,0.5964912176132202,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2368925,chembl_approved,UKTAZPQNNNJVKR-KJGYPYNMSA-N,1.0,CHEMBL2026,0.6470588445663452,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL243712,chembl_approved,NTJOBXMMWNYJFB-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4000000059604645,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL245807,chembl_approved,SJDACOMXKWHBOW-UHFFFAOYSA-N,1.0,CHEMBL2026,0.395348846912384,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL24924,chembl_approved,NASXCEITKQITLD-UHFFFAOYSA-N,0.6800000071525574,CHEMBL2026,0.3076923191547394,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL249837,chembl_approved,MHIGBKBJSQVXNH-IWVLMIASSA-N,1.0,CHEMBL2026,0.5205479264259338,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL251634,chembl_approved,GAKMQHDJQHZUTJ-ULHLPKEOSA-N,0.5,CHEMBL2026,0.3866666555404663,bacterial,Beta-lactamase,0.38,above,edge(0.45-0.5)
CHEMBL258918,chembl_approved,UXYRZJKIQKRJCF-TZPFWLJSSA-N,0.6666666865348816,CHEMBL2026,0.4074074029922485,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL261772,chembl_approved,FYSVKUUNXYGFLA-CCHMMTNSSA-N,0.612500011920929,CHEMBL2026,0.376344084739685,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL266349,chembl_approved,DKWNMCUOEDMMIN-PKOBYXMFSA-N,0.6388888955116272,CHEMBL2026,0.3139534890651703,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL27193,chembl_approved,SGUAFYQXFOLMHL-ACJLOTCBSA-N,1.0,CHEMBL2026,0.3709677457809448,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL273575,chembl_approved,XXPANQJNYNUNES-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3409090936183929,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL278623,chembl_approved,UJVDJAPJQWZRFR-DHIUTWEWSA-N,1.0,CHEMBL2026,0.4025973975658417,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL282042,chembl_approved,IRHXGOXEBNJUSN-YOXDLBRISA-N,0.9512194991111756,CHEMBL243,0.9512194991111756,viral,Human immunodeficiency virus type 1 protease,0.8,above,above(>=0.5)
CHEMBL282052,chembl_approved,JEYCTXHKTXCGPB-UHFFFAOYSA-N,0.4468085169792175,CHEMBL2026,0.409090906381607,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL282121,chembl_approved,VYVKHNNGDFVQGA-UHFFFAOYSA-N,0.4181818068027496,CHEMBL2026,0.4181818068027496,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL289469,chembl_approved,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,0.3787878751754761,CHEMBL2026,0.338709682226181,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL290916,chembl_approved,QELUYTUMUWHWMC-UHFFFAOYSA-N,0.3260869681835174,CHEMBL2026,0.3000000119209289,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CHEMBL290960,chembl_approved,ARFHIAQFJWUCFH-IZZDOVSWSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL291338,chembl_approved,SJQBHPJLLIJASD-UHFFFAOYSA-N,0.4423076808452606,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL296913,chembl_approved,HQPVVKXJNZEAFW-UHFFFAOYSA-M,0.6481481194496155,CHEMBL2026,0.3116883039474487,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3039508,chembl_approved,WCYDLROFMZJJLE-RTMHEQJQSA-N,0.8777777552604675,CHEMBL2026,0.3008849620819092,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3084748,chembl_approved,RVCSYOQWLPPAOA-QKYUOBHYSA-M,0.9743589758872986,CHEMBL2026,0.338709682226181,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3137327,chembl_approved,QIQSYARFOIKJJR-LUTWCBITSA-N,0.8125,CHEMBL2026,0.78125,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL3137358,chembl_approved,LLXQGDWGCCKOQP-MVZLLIIPSA-M,0.8317757248878479,CHEMBL4523582,0.8317757248878479,viral,Replicase polyprotein 1ab,0.8,above,above(>=0.5)
CHEMBL313972,chembl_approved,HCZKYJDFEPMADG-TXEJJXNPSA-N,1.0,CHEMBL4523582,0.5483871102333069,viral,Replicase polyprotein 1ab,0.75,above,above(>=0.5)
CHEMBL3142541,chembl_approved,ATAGSVCDFKGYPE-UHFFFAOYSA-N,0.6363636255264282,CHEMBL2026,0.4081632792949676,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL315838,chembl_approved,PJWPNDMDCLXCOM-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL315985,chembl_approved,BMPDWHIDQYTSHX-AWEZNQCLSA-N,0.4473684132099151,CHEMBL2026,0.4399999976158142,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL316157,chembl_approved,CZTQZXZIADLWOZ-CRAIPNDOSA-N,1.0,CHEMBL2026,0.6865671873092651,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL316561,chembl_approved,DGMKFQYCZXERLX-UHFFFAOYSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL3181832,chembl_approved,NRZPASQBOYNGHR-HWROMZCQSA-M,0.6461538672447205,CHEMBL2026,0.6461538672447205,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL3181947,chembl_approved,PPOSVVJOVKVBPW-UHFFFAOYSA-L,0.7317073345184326,CHEMBL2026,0.3255814015865326,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3183193,chembl_approved,MPTNDTIREFCQLK-UNVJPQNDSA-N,0.9866666793823242,CHEMBL2026,0.3829787373542785,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3188034,chembl_approved,CUZMOIXUFHOLLN-UMVVUDSKSA-N,0.9512194991111756,CHEMBL2026,0.3191489279270172,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3237547,chembl_approved,VUDZSIYXZUYWSC-DBRKOABJSA-N,0.3000000119209289,CHEMBL247,0.3000000119209289,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,deep(<0.35)
CHEMBL3244648,chembl_approved,DASQOOZCTWOQPA-GXKRWWSZSA-L,0.7611940503120422,CHEMBL1939,0.4938271641731262,parasitic,Bifunctional dihydrofolate reductase-thymidylate synthase,0.62,above,above(>=0.5)
CHEMBL3291398,chembl_approved,KPVIXBKIJXZQJX-FCEONZPQSA-N,1.0,CHEMBL2026,0.6410256624221802,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL3301611,chembl_approved,KAICRBBQCRKMPO-UHFFFAOYSA-N,0.7272727489471436,CHEMBL2026,0.7272727489471436,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL3301650,chembl_approved,PEXPCJWLNBNBNT-AXKGEONOSA-N,0.5932203531265259,CHEMBL4523582,0.5932203531265259,viral,Replicase polyprotein 1ab,0.75,above,above(>=0.5)
CHEMBL3301680,chembl_approved,GSSIWSIRBWAZHG-ACOPVEIWSA-N,0.3951219618320465,CHEMBL4523582,0.3951219618320465,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
CHEMBL340978,chembl_approved,MITFXPHMIHQXPI-UHFFFAOYSA-N,0.4074074029922485,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL341812,chembl_approved,CYWFCPPBTWOZSF-UHFFFAOYSA-N,0.6000000238418579,CHEMBL2026,0.3571428656578064,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL344159,chembl_approved,GYHCTFXIZSNGJT-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3012048304080963,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3544909,chembl_approved,WRLFSJXJGJBFJQ-WPUCQFJDSA-N,0.8032786846160889,CHEMBL2026,0.6268656849861145,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL3544971,chembl_approved,PYHRZPFZZDCOPH-QXGOIDDHSA-N,0.7599999904632568,CHEMBL2026,0.4054054021835327,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3544973,chembl_approved,KRWPPVCZNGQQHZ-IINIBMQSSA-N,0.3781512677669525,CHEMBL2026,0.3097345232963562,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL3544985,chembl_approved,SJHKKWUESHNTBB-UHFFFAOYSA-M,0.7272727489471436,CHEMBL4296320,0.7272727489471436,viral,RNA-directed RNA polymerase,0.8,above,above(>=0.5)
CHEMBL3544986,chembl_approved,RYCSJJXKEWBUTI-YDYAIEMNSA-N,0.7272727489471436,CHEMBL2026,0.7272727489471436,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL3544988,chembl_approved,RUEYEZADQJCKGV-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3469387888908386,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3545057,chembl_approved,HPMZBILYSWLILX-UMDUKNJSSA-N,0.7058823704719543,CHEMBL2026,0.3055555522441864,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3545058,chembl_approved,ANMYAHDLKVNJJO-CURYUGHLSA-M,0.7441860437393188,CHEMBL2026,0.3137255012989044,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3545059,chembl_approved,KLRSDBSKUSSCGU-KRQUFFFQSA-N,0.91304349899292,CHEMBL2366517,0.91304349899292,viral,Protease,0.8,above,above(>=0.5)
CHEMBL3545060,chembl_approved,ZXBDZLHAHGPXIG-VTXLJDRKSA-N,0.7553191781044006,CHEMBL2026,0.6792452931404114,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL3545123,chembl_approved,VJYSBPDEJWLKKJ-NLIMODCCSA-N,0.3894736766815185,CHEMBL3307224,0.3894736766815185,viral,Nonstructural protein 5A,0.38,below,mid(0.35-0.45)
CHEMBL3545181,chembl_approved,MQLXPRBEAHBZTK-SEINRUQRSA-M,0.9555555582046508,CHEMBL2026,0.4666666686534881,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
CHEMBL3545183,chembl_approved,KHQMSZGKHGQUHG-WZDHWKSBSA-N,0.4426229596138,CHEMBL4523582,0.353658527135849,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
CHEMBL3545184,chembl_approved,ANIAZGVDEUQPRI-ZJQCGQFWSA-N,0.449999988079071,CHEMBL4523582,0.3580246865749359,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
CHEMBL3545252,chembl_approved,XCDIRYDKECHIPE-QHEQPUDQSA-N,0.9888888597488404,CHEMBL2026,0.7307692170143127,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL3545309,chembl_approved,WSMXIQXWHPSVDE-ZPJPNJFZSA-N,0.9558823704719543,CHEMBL2026,0.6172839403152466,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL3545368,chembl_approved,XVDWNSFFSMWXJJ-ASTDGNLGSA-N,0.3833333253860473,CHEMBL2026,0.3384615480899811,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL359744,chembl_approved,MWWSFMDVAYGXBV-RUELKSSGSA-N,0.7764706015586853,CHEMBL4523582,0.6767676472663879,viral,Replicase polyprotein 1ab,0.75,above,above(>=0.5)
CHEMBL360328,chembl_approved,XTTZERNUQAFMOF-QMMMGPOBSA-N,1.0,CHEMBL4523582,0.3478260934352875,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
CHEMBL365795,chembl_approved,GUHPRPJDBZHYCJ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4761904776096344,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
CHEMBL3707183,chembl_approved,ZHNFLHYOFXQIOW-AHSOWCEXSA-N,0.8999999761581421,CHEMBL2026,0.6461538672447205,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL370805,chembl_approved,ZPUCINDJVBIVPJ-LJISPDSOSA-N,1.0,CHEMBL2026,0.3793103396892547,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3833335,chembl_approved,ONAOIDNSINNZOA-UHFFFAOYSA-N,0.4333333373069763,CHEMBL2026,0.4333333373069763,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL3833340,chembl_approved,KPPBAEVZLDHCOK-JHBYREIPSA-N,0.7857142686843872,CHEMBL2026,0.7857142686843872,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL3940890,chembl_approved,WBFUHHBPNXWNCC-UHFFFAOYSA-N,0.3469387888908386,CHEMBL2026,0.3090909123420715,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CHEMBL397420,chembl_approved,VABCILAOYCMVPS-UHFFFAOYSA-N,1.0,CHEMBL2026,0.7659574747085571,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL398707,chembl_approved,WVLOADHCBXTIJK-YNHQPCIGSA-N,1.0,CHEMBL2026,0.4189189076423645,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3989403,chembl_approved,ZJXLSCXDGPDZOL-UHFFFAOYSA-M,0.7441860437393188,CHEMBL2026,0.3409090936183929,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3989406,chembl_approved,MZYVOFLIPYDBGD-MLZQUWKJSA-N,0.978723406791687,CHEMBL2026,0.4230769276618957,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3989408,chembl_approved,VTGPMVCGAVZLQI-UHFFFAOYSA-M,0.6774193644523621,CHEMBL2026,0.3111111223697662,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3989410,chembl_approved,UHYAQBLOGVNWNT-UHFFFAOYSA-M,0.7068965435028076,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3989515,chembl_approved,WIDKTXGNSOORHA-CJHXQPGBSA-N,0.843137264251709,CHEMBL2026,0.4155844151973724,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3989551,chembl_approved,LFZGYTBWUHCAKF-DCNJEFSFSA-N,0.9622641801834106,CHEMBL2026,0.8448275923728943,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL3989556,chembl_approved,SPFVHFBNXPARTR-IDMXKUIJSA-N,0.5873016119003296,CHEMBL2026,0.447761207818985,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3989567,chembl_approved,ZVIYWUUZWWBNMB-VICXVTCVSA-M,0.9824561476707458,CHEMBL2026,0.9824561476707458,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL3989568,chembl_approved,KIPLYOUQVMMOHB-MXWBXKMOSA-L,0.8253968358039856,CHEMBL2026,0.7538461685180664,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL3989676,chembl_approved,CNDQSXOVEQXJOE-UHFFFAOYSA-N,0.9714285731315612,CHEMBL2026,0.3508771955966949,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3989678,chembl_approved,LWMBPKJYEQGDLN-UHFFFAOYSA-N,0.3703703582286834,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL3989693,chembl_approved,VNVNZKCCDVFGAP-NMFAMCKASA-N,0.824999988079071,CHEMBL2026,0.4074074029922485,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL3989695,chembl_approved,CDQVVPUXSPZONN-WPPLYIOHSA-N,0.9833333492279052,CHEMBL2026,0.5,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL3989698,chembl_approved,BKPRVQDIOGQWTG-ICOOEGOYSA-N,0.75,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
