metabolite,chebi_id,met_smiles,target_chembl_id,target_name,target_class,analog_similarity,nn_analog,metabolite_promiscuity,tier
(+)-O-methylkolavelool,CHEBI:139480,C=CC(C)(CC[C@]1(C)[C@@H](C)CC[C@]2(C)C(C)=CCC[C@@H]12)OC,CHEMBL230,Prostaglandin G/H synthase 2,Enzyme (other),0.5,0.5,6,B (0.5-0.6)
L-asparagine,CHEBI:17196,NC(=O)C[C@H](N)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5,0.5,15,B (0.5-0.6)
"N-succinyl-LL-2,6-diaminopimelic acid",CHEBI:17279,N[C@@H](CCC[C@H](NC(=O)CCC(=O)O)C(=O)O)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5,0.5,17,B (0.5-0.6)
(R)-3-hydroxy-2-oxo-4-phosphonooxybutanoic acid,CHEBI:27951,O=C(O)C(=O)[C@H](O)COP(=O)(O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,7,B (0.5-0.6)
L-xylulose,CHEBI:17399,O=C(CO)[C@H](O)[C@@H](O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5,0.5,1,B (0.5-0.6)
octadecan-2-ol,CHEBI:197460,CCCCCCCCCCCCCCCCC(C)O,CHEMBL233,Mu-type opioid receptor,GPCR (aminergic/purinergic),0.5,0.5,24,B (0.5-0.6)
"3-phenyl-1,2,4-benzotriazine",CHEBI:234095,c1ccc(-c2nnc3ccccc3n2)cc1,CHEMBL6164,Poly [ADP-ribose] polymerase tankyrase-1,Other,0.5,0.5,17,B (0.5-0.6)
"2,6-diaminopimelic acid",CHEBI:23673,NC(CCCC(N)C(=O)O)C(=O)O,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5,0.5,19,B (0.5-0.6)
dodecan-1-ol,CHEBI:28878,CCCCCCCCCCCCO,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5,0.5,22,B (0.5-0.6)
3'-L-leucyl-AMP,CHEBI:131568,CC(C)C[C@H](N)C(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1COP(=O)(O)O,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5,0.5,25,B (0.5-0.6)
decan-2-ol,CHEBI:195600,CCCCCCCCC(C)O,CHEMBL233,Mu-type opioid receptor,GPCR (aminergic/purinergic),0.5,0.5,24,B (0.5-0.6)
lanthionine,CHEBI:25013,NC(CSCC(N)C(=O)O)C(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5,0.5,15,B (0.5-0.6)
lanthionine,CHEBI:25013,NC(CSCC(N)C(=O)O)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5,0.5,15,B (0.5-0.6)
"D-2,4-diaminobutyric acid",CHEBI:144635,NCC[C@@H](N)C(=O)O,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5,0.5,16,B (0.5-0.6)
"D-2,4-diaminobutyric acid",CHEBI:144635,NCC[C@@H](N)C(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5,0.5,16,B (0.5-0.6)
4-methyl-5-(2-phosphonooxyethyl)thiazole,CHEBI:17857,Cc1ncsc1CCOP(=O)(O)O,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5,0.5,3,B (0.5-0.6)
11beta-hydroxytestosterone,CHEBI:81481,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5,0.5,25,B (0.5-0.6)
6-hydroxyphenazine-1-carboxylic acid,CHEBI:192505,O=C(O)c1cccc2nc3c(O)cccc3nc12,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5,0.5,23,B (0.5-0.6)
L-gamma-glutamyl phosphate,CHEBI:17798,N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,13,B (0.5-0.6)
gamma-L-glutamylputrescine,CHEBI:48005,NCCCCNC(=O)CC[C@H](N)C(=O)O,CHEMBL4803,Nitric oxide synthase 3,Enzyme (other),0.5,0.5,16,B (0.5-0.6)
gamma-L-glutamylputrescine,CHEBI:48005,NCCCCNC(=O)CC[C@H](N)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,16,B (0.5-0.6)
gamma-L-glutamylputrescine,CHEBI:48005,NCCCCNC(=O)CC[C@H](N)C(=O)O,CHEMBL3568,Nitric oxide synthase 1,Enzyme (other),0.5,0.5,16,B (0.5-0.6)
4-methyl-5-(2-phosphonooxyethyl)thiazole,CHEBI:17857,Cc1ncsc1CCOP(=O)(O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5,0.5,3,B (0.5-0.6)
"3-phenyl-1,2,4-benzotriazine",CHEBI:234095,c1ccc(-c2nnc3ccccc3n2)cc1,CHEMBL3105,Poly [ADP-ribose] polymerase 1,Other,0.5,0.5,17,B (0.5-0.6)
"3-phenyl-1,2,4-benzotriazine",CHEBI:234095,c1ccc(-c2nnc3ccccc3n2)cc1,CHEMBL6154,Poly [ADP-ribose] polymerase tankyrase-2,Other,0.5,0.5,17,B (0.5-0.6)
6-hydroxyphenazine-1-carboxylic acid,CHEBI:192505,O=C(O)c1cccc2nc3c(O)cccc3nc12,CHEMBL261,Carbonic anhydrase 1,Carbonic anhydrase,0.5,0.5,23,B (0.5-0.6)
6-hydroxyphenazine-1-carboxylic acid,CHEBI:192505,O=C(O)c1cccc2nc3c(O)cccc3nc12,CHEMBL3242,Carbonic anhydrase 12,Carbonic anhydrase,0.5,0.5,23,B (0.5-0.6)
L-lysine,CHEBI:18019,NCCCC[C@H](N)C(=O)O,CHEMBL3568,Nitric oxide synthase 1,Enzyme (other),0.5,0.5,19,B (0.5-0.6)
L-lysine,CHEBI:18019,NCCCC[C@H](N)C(=O)O,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.5,0.5,19,B (0.5-0.6)
gamma-L-glutamylputrescine,CHEBI:48005,NCCCCNC(=O)CC[C@H](N)C(=O)O,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.5,0.5,16,B (0.5-0.6)
L-lysine,CHEBI:18019,NCCCC[C@H](N)C(=O)O,CHEMBL4803,Nitric oxide synthase 3,Enzyme (other),0.5,0.5,19,B (0.5-0.6)
N(2)-succinyl-L-arginine,CHEBI:17705,N=C(N)NCCC[C@H](NC(=O)CCC(=O)O)C(=O)O,CHEMBL216,Muscarinic acetylcholine receptor M1,GPCR (aminergic/purinergic),0.5,0.5,19,B (0.5-0.6)
D-xylulose,CHEBI:17140,O=C(CO)[C@@H](O)[C@H](O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5,0.5,1,B (0.5-0.6)
L-serine,CHEBI:17115,N[C@@H](CO)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5,0.5,16,B (0.5-0.6)
L-lysine,CHEBI:18019,NCCCC[C@H](N)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,19,B (0.5-0.6)
2-methylbutyric acid,CHEBI:37070,CCC(C)C(=O)O,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5,0.5,11,B (0.5-0.6)
N-acetyl-D-mannosamine,CHEBI:63153,CC(=O)N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5,0.5,13,B (0.5-0.6)
vanchrobactin,CHEBI:157682,N=C(N)NCCC[C@@H](NC(=O)c1cccc(O)c1O)C(=O)N[C@@H](CO)C(=O)O,CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,Enzyme (other),0.5,0.5,15,B (0.5-0.6)
D-serine,CHEBI:16523,N[C@H](CO)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5,0.5,16,B (0.5-0.6)
4-hydroxy-L-threonine,CHEBI:28330,N[C@H](C(=O)O)[C@H](O)CO,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,11,B (0.5-0.6)
4-hydroxy-L-threonine,CHEBI:28330,N[C@H](C(=O)O)[C@H](O)CO,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5,0.5,11,B (0.5-0.6)
4-CDP-2-C-methyl-D-erythritol 2-phosphate,CHEBI:16840,C[C@@](CO)(OP(=O)(O)O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,15,B (0.5-0.6)
"butane-2,3-dione",CHEBI:16583,CC(=O)C(C)=O,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5,0.5,9,B (0.5-0.6)
methymycin,CHEBI:29630,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@]1(C)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,5,B (0.5-0.6)
methymycin,CHEBI:29630,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@]1(C)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5,0.5,5,B (0.5-0.6)
1-hydroxy-6-methoxyphenazine,CHEBI:192366,COc1cccc2nc3c(O)cccc3nc12,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5,0.5,17,B (0.5-0.6)
N-methyl-L-glutamic acid,CHEBI:16440,CN[C@@H](CCC(=O)O)C(=O)O,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5,0.5,17,B (0.5-0.6)
D-lysine,CHEBI:16855,NCCCC[C@@H](N)C(=O)O,CHEMBL4803,Nitric oxide synthase 3,Enzyme (other),0.5,0.5,19,B (0.5-0.6)
tetrangulol,CHEBI:32212,Cc1cc(O)c2c3c(ccc2c1)C(=O)c1c(O)cccc1C3=O,CHEMBL248,Neutrophil elastase,Other,0.5,0.5,21,B (0.5-0.6)
tridecan-1-ol,CHEBI:34123,CCCCCCCCCCCCCO,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5,0.5,22,B (0.5-0.6)
methymycin,CHEBI:29630,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@]1(C)O,CHEMBL4302,ATP-dependent translocase ABCB1,Other,0.5,0.5,5,B (0.5-0.6)
octadecane,CHEBI:32926,CCCCCCCCCCCCCCCCCC,CHEMBL2265,Liver carboxylesterase 1,Enzyme (other),0.5,0.5,20,B (0.5-0.6)
5-oxohexanoic acid,CHEBI:15888,CC(=O)CCCC(=O)O,CHEMBL239,Peroxisome proliferator-activated receptor alpha,Nuclear receptor,0.5,0.5,22,B (0.5-0.6)
L-serine,CHEBI:17115,N[C@@H](CO)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5,0.5,16,B (0.5-0.6)
3-hexanone,CHEBI:89891,CCCC(=O)CC,CHEMBL1829,Histone deacetylase 3,Other,0.5,0.5,10,B (0.5-0.6)
(R)-nephthenol,CHEBI:82799,CC1=CCC/C(C)=C/C[C@H](C(C)(C)O)CC/C(C)=C/CC1,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5,0.5,7,B (0.5-0.6)
heptadecan-2-ol,CHEBI:197400,CCCCCCCCCCCCCCCC(C)O,CHEMBL233,Mu-type opioid receptor,GPCR (aminergic/purinergic),0.5,0.5,24,B (0.5-0.6)
L-homoserine,CHEBI:15699,N[C@@H](CCO)C(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5,0.5,16,B (0.5-0.6)
(N(omega)-L-arginino)succinic acid,CHEBI:15682,N=C(NCCC[C@H](N)C(=O)O)NC(CC(=O)O)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5,0.5,16,B (0.5-0.6)
4-CDP-2-C-methyl-D-erythritol,CHEBI:16578,C[C@](O)(CO)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,16,B (0.5-0.6)
"D-2,4-diaminobutyric acid",CHEBI:144635,NCC[C@@H](N)C(=O)O,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5,0.5,16,B (0.5-0.6)
"D-2,4-diaminobutyric acid",CHEBI:144635,NCC[C@@H](N)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5,0.5,16,B (0.5-0.6)
cis-3-hydroxy-D-proline,CHEBI:88157,O=C(O)[C@@H]1NCC[C@@H]1O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,2,B (0.5-0.6)
N-acetyl-D-glucosamine,CHEBI:506227,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5,0.5,13,B (0.5-0.6)
octan-1-ol,CHEBI:16188,CCCCCCCCO,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5,0.5,22,B (0.5-0.6)
5-oxohexanoic acid,CHEBI:15888,CC(=O)CCCC(=O)O,CHEMBL3979,Peroxisome proliferator-activated receptor delta,Nuclear receptor,0.5,0.5,22,B (0.5-0.6)
3'-L-leucyl-AMP,CHEBI:131568,CC(C)C[C@H](N)C(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1COP(=O)(O)O,CHEMBL261,Carbonic anhydrase 1,Carbonic anhydrase,0.5,0.5,25,B (0.5-0.6)
3'-L-leucyl-AMP,CHEBI:131568,CC(C)C[C@H](N)C(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1COP(=O)(O)O,CHEMBL3594,Carbonic anhydrase 9,Carbonic anhydrase,0.5,0.5,25,B (0.5-0.6)
methionine,CHEBI:16811,CSCCC(N)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5,0.5,14,B (0.5-0.6)
pentadecan-2-ol,CHEBI:197379,CCCCCCCCCCCCCC(C)O,CHEMBL233,Mu-type opioid receptor,GPCR (aminergic/purinergic),0.5,0.5,24,B (0.5-0.6)
octadecane,CHEBI:32926,CCCCCCCCCCCCCCCCCC,CHEMBL3180,Cocaine esterase,Enzyme (other),0.5,0.5,20,B (0.5-0.6)
nonan-2-ol,CHEBI:78304,CCCCCCCC(C)O,CHEMBL233,Mu-type opioid receptor,GPCR (aminergic/purinergic),0.5,0.5,24,B (0.5-0.6)
L-homoserine,CHEBI:15699,N[C@@H](CCO)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5,0.5,16,B (0.5-0.6)
D-serine,CHEBI:16523,N[C@H](CO)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5,0.5,16,B (0.5-0.6)
"2,4-dinitrophenol",CHEBI:42017,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,CHEMBL1293267,G-protein coupled receptor 35,Other receptor/GPCR,0.5,0.5,22,B (0.5-0.6)
nonadecan-2-ol,CHEBI:197471,CCCCCCCCCCCCCCCCCC(C)O,CHEMBL233,Mu-type opioid receptor,GPCR (aminergic/purinergic),0.5,0.5,24,B (0.5-0.6)
icosan-2-ol,CHEBI:197481,CCCCCCCCCCCCCCCCCCC(C)O,CHEMBL233,Mu-type opioid receptor,GPCR (aminergic/purinergic),0.5,0.5,24,B (0.5-0.6)
methionine,CHEBI:16811,CSCCC(N)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5,0.5,14,B (0.5-0.6)
